"","t","month_position","coverage_interp"
"263",263,60.4875804967801,0.475726770929163
"264",264,60.7175712971481,0.480786568537259
"265",265,60.9475620975161,0.485846366145354
"266",266,61.1775528978841,0.489663293468261
"267",267,61.4075436982521,0.493113155473781
"268",268,61.6375344986201,0.496563017479301
"269",269,61.867525298988,0.500012879484821
"270",270,62.097516099356,0.503365225390984
"271",271,62.327506899724,0.506585096596136
"272",272,62.557497700092,0.509804967801288
"273",273,62.78748850046,0.51302483900644
"274",274,63.017479300828,0.516227230910764
"275",275,63.247470101196,0.519217111315547
"276",276,63.4774609015639,0.522206991720331
"277",277,63.7074517019319,0.525196872125115
"278",278,63.9374425022999,0.528186752529899
"279",279,64.1674333026679,0.531009199632015
"280",280,64.3974241030359,0.533769089236431
"281",281,64.6274149034039,0.536528978840846
"282",282,64.8574057037718,0.539288868445262
"283",283,65.0873965041398,0.493718491260351
"284",284,65.3173873045078,0.36929346826127
"285",285,65.5473781048758,0.24486844526219
"286",286,65.7773689052438,0.12044342226311
"287",287,66.0073597056118,3.67985280588812e-05
"288",288,66.2373505059798,0.00118675252989881
"289",289,66.4673413063477,0.00233670653173874
"290",290,66.6973321067157,0.00348666053357867
"291",291,66.9273229070837,0.0046366145354186
"292",292,67.1573137074517,0.00830358785648583
"293",293,67.3873045078197,0.0131333946642135
"294",294,67.6172953081877,0.0179632014719412
"295",295,67.8472861085557,0.022793008279669
"296",296,68.0772769089237,0.0342686292548306
"297",297,68.3072677092916,0.0588776448942051
"298",298,68.5372585096596,0.0834866605335796
"299",299,68.7672493100276,0.108095676172953
"300",300,68.9972401103956,0.132704691812327
"301",301,69.2272309107636,0.181854645814167
"302",302,69.4572217111316,0.231302667893284
"303",303,69.6872125114995,0.280750689972401
"304",304,69.9172033118675,0.330198712051518
"305",305,70.1471941122355,0.36110027598896
"306",306,70.3771849126035,0.381569457221711
"307",307,70.6071757129715,0.402038638454462
"308",308,70.8371665133395,0.422507819687213
"309",309,71.0671573137075,0.438947562097516
"310",310,71.2971481140754,0.445617295308188
"311",311,71.5271389144434,0.452287028518859
"312",312,71.7571297148114,0.458956761729531
"313",313,71.9871205151794,0.465626494940203
