...1,b1,b2,b3,mu_EI,mu_IR,rho,mu_RS,eta,N,k,loglik,loglik.se
371,2.44232952595088,72.1593756014005,600.435864861192,3.00695172950825,0.0119463169341617,0.716763831675829,0.005,0.089703356083497,34530000,10,-1640.70390974715,0.0415710247383426
236,0.727975028828014,20.665979133706,1043.09365457212,4.35122629806678,0.00617723400267945,0.696171032144591,0.005,0.434827672945014,34530000,10,-1640.73472012732,0.10727674291083
57,1.18275246583392,14.5958192681784,13.4171395983078,2.93560601387947,0.00803702743967365,0.678850689619484,0.005,0.248594832952131,34530000,10,-1640.76220498912,0.0691991806194576
2,1.22386039401943,34.3617253428123,5.43313424385716,1.68962190614725,0.00801963612429871,0.684048255627199,0.005,0.259516854980157,34530000,10,-1640.77329750882,0.0437129783715687
301,0.916445256836649,121.554743941588,38.5972013003239,4.50892907182569,0.00720443383269386,0.666278248204172,0.005,0.323562875827885,34530000,10,-1640.87902841577,0.0811676375886634
227,1.29249629442151,124.569252777395,51.150029628097,2.61540821366307,0.00863806615102355,0.666425568322061,0.005,0.225146134508493,34530000,10,-1641.07119809931,0.0564126933451771
296,0.455876951091513,1353.44964288054,34.8543371544568,5.06833939761555,0.00405442290344243,0.790907246757215,0.005,0.753399109523937,34530000,10,-1641.09464573664,0.0847740520538292
296,0.455876951091513,1353.44964288054,34.8543371544568,5.06833939761555,0.00405442290344243,0.790907246757215,0.005,0.753399109523937,34530000,10,-1641.09464573664,0.0847740520538292
245,1.75215169182428,56.3390696206223,154.162804376887,4.05344057050293,0.0105894960402547,0.665483474984369,0.005,0.137432230149254,34530000,10,-1641.12636528941,0.0502923680807355
131,0.734279618342656,8.70558216148286,3.46423911667924,3.40403039575706,0.00647079154979048,0.683178756096818,0.005,0.43859848842083,34530000,10,-1641.17459828886,0.0411443260242859
291,3.36468899193406,71.5001507217574,141.762244701608,1.97549085527306,0.0127566737799259,0.75584572162871,0.005,0.058015811974937,34530000,10,-1641.21876984567,0.0458447421935977
14,1.1897310910916,33.0621291870452,137.49764273052,1.68995777259721,0.0081614179233229,0.681165702260347,0.005,0.264234805142079,34530000,10,-1641.22143087859,0.0550046990989223
231,1.31497670752678,3365.88731948119,13.3268625071786,1.02191775421804,0.00807524484445318,0.69062574098423,0.005,0.269928447954774,34530000,10,-1641.25014948947,0.0759979221753533
56,0.869901562614711,37.7098877867848,55.5062454295802,6.10699055987485,0.00800175474041795,0.626316468880548,0.005,0.340322226013667,34530000,10,-1641.39492134143,0.0298832943176547
5,2.17726312940585,575.054934725692,13.5833468235717,2.00495865879847,0.336191186381122,0.0879865789546869,0.005,0.173644704460084,34530000,10,-1641.53552718229,0.0345104876697645
316,4.06066600475811,37.7344963726719,15.8735633550178,0.787907746012026,0.0113874029730491,0.790849970888799,0.005,0.0581871152701367,34530000,10,-1641.54033589064,0.047280215454584
20,0.653059288110291,18.6708362299823,4.44016544878308,1.88935206851048,0.00634647902494619,0.721769527583939,0.005,0.544193175097368,34530000,10,-1641.58680201781,0.0684415365662305
209,1.7865625053009,84.7457520107635,24.8818042243509,1.45792165778758,0.0107221758575124,0.634615817523457,0.005,0.16174604464174,34530000,10,-1641.63410742016,0.0442669787280493
64,1.17385553495029,256.93405413953,256.706360667165,1.64680179725092,0.00783920082366253,0.663207431873612,0.005,0.27951720415774,34530000,10,-1641.76266936036,0.0478622120952606
192,1.22869431302333,9.55848127967602,69.3470484663018,4.76364046260675,0.00905777557128544,0.624033255367083,0.005,0.223510770026031,34530000,10,-1641.7915057005,0.0682058425086604
81,4.40733644372821,49.098767117726,220.656137684856,2.10652928993383,0.013139005389589,0.844079375050241,0.005,0.0351307645274375,34530000,10,-1641.87403447316,0.0514370893302901
319,1.76328906791635,558.203966969114,137.954552616315,2.59370736998396,0.0111842891704263,0.601406885618075,0.005,0.144514119730759,34530000,10,-1641.88810217474,0.0941960323447502
107,0.668970152668879,48.1880769679862,4.90587908518439,4.7921575870043,0.00670177560053907,0.633846971158135,0.005,0.47681604566344,34530000,10,-1641.93533927179,0.0813307703050887
65,0.63303560104935,27.4081395553988,65.5810496776718,7.40536190376446,0.00576998281635311,0.663598918962853,0.005,0.497005859385598,34530000,10,-1641.99015895934,0.0848702483646011
382,0.513038240115489,7.85506644194046,0.0129647978797207,4.78033521080767,0.0124394765312724,0.309803996418174,0.005,0.642669867462827,34530000,10,-1642.04667278225,0.0406589989987336
184,0.40473439382711,24.261538718548,49.1706077767455,5.79910049710917,0.00355143349552196,0.809324572531747,0.005,0.853476902073189,34530000,10,-1642.20394609027,0.0938450170111979
264,0.838348052172188,28.9421746485076,13.3141638635439,3.86475457930409,0.00761668832620728,0.606913386952641,0.005,0.36744790441784,34530000,10,-1642.20596137915,0.0465007603649132
267,1.50081881231386,55.6598939108157,45.5714552403943,1.10606900126513,0.00928799987011981,0.632766385507584,0.005,0.22188769219572,34530000,10,-1642.21497096201,0.0366208893996771
169,0.766632059952629,52.1220256489452,7.20743519351663,7.92570641434838,0.00831160334459315,0.593555003207371,0.005,0.387604077145199,34530000,10,-1642.25184853723,0.0370762743859001
195,0.987488864037433,20.3132902861423,0.728959953238055,3.9069603530107,0.00917998407348216,0.54007115186672,0.005,0.297169962042199,34530000,10,-1642.2758348348,0.0475637476830068
38,1.02134754938299,580.383447396621,3.4017145996959,3.26086577957214,0.00922262732609432,0.578965012041982,0.005,0.296311584079416,34530000,10,-1642.30704872604,0.036217858284172
178,0.82435246701378,164.91580004365,4.96479361237078,4.03802838704962,0.00829591013959594,0.587729650806442,0.005,0.372894194196903,34530000,10,-1642.32502880132,0.0492616806646323
177,2.46668959295603,36.6233456389079,90.4028165002709,0.594530681602637,0.0108619614372847,0.666031596762934,0.005,0.144898013878647,34530000,10,-1642.34359901537,0.0854380686030085
355,1.13784892554066,16.2797280840416,5.66743897891679,1.39845307345348,0.00901745685979562,0.634564468813228,0.005,0.296604277116488,34530000,10,-1642.3782260675,0.0387733258785255
98,0.539212169276607,11.8649972701224,36.2503906509526,3.8399521991924,0.00668491834838152,0.689901184116434,0.005,0.610043958041981,34530000,10,-1642.46708335642,0.0545515715799999
100,0.877783290550027,50.9132349437509,26.3569423594631,9.60674203351546,0.00861448798598271,0.56391344358945406,0.005,0.330376786232173,34530000,10,-1642.5256346609401,0.0452684970648184
217,1.27350068927278,10.7868497770375,104.561676667941,1.23631086649885,0.00913691802708307,0.630203264109268,0.005,0.264277857468653,34530000,10,-1642.64682891713,0.0482445306621442
51,2.2688728257855,42.8835087331101,54.4888420636232,4.84958690736032,0.0138413196290688,0.590058363724179,0.005,0.0924937585215681,34530000,10,-1642.67537541897,0.0436590933513109
149,2.84825638914903,100.294891475796,29.5781069512757,1.98189861114754,0.0137839540622236,0.624339787169499,0.005,0.0735911029020705,34530000,10,-1642.71940680952,0.0479560176405913
159,2.23143357739536,117.126553800513,5.40396789718635,3.06263028015169,0.0134813416151397,0.569414501239791,0.005,0.0988039674907041,34530000,10,-1642.73126591621,0.0508447002739312
187,1.97747333581487,181.212952466193,4.2282796007882,3.05882967873377,0.0130447615636877,0.554791753161476,0.005,0.116443673039072,34530000,10,-1642.81256105565,0.0397161540139662
215,2.3118491829974,33.2323667187455,23.9810292596684,0.971725825571604,0.0118536934340164,0.605075378908458,0.005,0.126898589090167,34530000,10,-1642.83197140789,0.0944203083828481
116,2.18255107794,79.073042659268907,27.6506337250045,2.74752852637655,0.0131673282695821,0.577914312651959,0.005,0.103197602837472,34530000,10,-1642.84084476111,0.0578207992824151
6,0.544320966780211,64.8584832453774,104.921131557188,6.60715039025562,0.00649913794529158,0.606287634503368,0.005,0.596791926389139,34530000,10,-1642.87815549572,0.0692770539111731
78,0.921332570305721,543.637471258861,12.8916829778009,2.60202865051362,0.00831690132144455,0.574759723641786,0.005,0.345096902980055,34530000,10,-1643.08458508726,0.0837179220049989
45,1.63996913059035,42.7020385328047,24.3227379804339,1.6050033156073,0.0114636808560094,0.559135930539481,0.005,0.175144672176652,34530000,10,-1643.13778033158,0.0512405306734791
297,1.84235073826744,57.8417086325765,5.4570530267686,4.46214911853939,0.0138771955937817,0.533178743888019,0.005,0.123784956399847,34530000,10,-1643.16025944632,0.0409230719823471
337,2.26850216633018,1546.28069486407,143.493903403164,3.79375773744638,0.0138588887141804,0.570453190632416,0.005,0.0949307899670465,34530000,10,-1643.17453492684,0.0163278430681355
252,0.99845521713321,13.249629744905,10.1378955386211,3.99015073203365,0.00951996578662509,0.555561415485605,0.005,0.29046760244739,34530000,10,-1643.2067282998,0.0622997169564272
173,0.917855814092629,17.0381607331172,5.85721601503274,1.7586699305629,0.00804919252578651,0.597790833362362,0.005,0.369873783032489,34530000,10,-1643.24623660874,0.0686671534856434
168,1.78247176508338,35.5616649084053,1.64733933786862,1.11988834421883,0.011617767458538,0.554029809871191,0.005,0.173902077183181,34530000,10,-1643.25494067611,0.04044920093569
83,0.963814742932392,58.3108163340889,246.000060666289,3.23989316717783,0.00918675740084044,0.549769868159515,0.005,0.313387791538413,34530000,10,-1643.25614831376,0.056321110513526
67,1.13038277705069,170.107917466926,755.646935278962,4.28392725243723,0.0110742650897501,0.525758721452884,0.005,0.249311508490206,34530000,10,-1643.41460879359,0.0258716609975617
125,1.22665398631737,95.1528143636706,3.72455888717482,1.96946592499073,0.010151033579182,0.535971633930885,0.005,0.24817372996695,34530000,10,-1643.41770866145,0.0492802483225796
232,0.408031785283802,4.42384188574625,152.419682342039,2.58642136023397,0.00321015626423565,0.865356256079085,0.005,0.913243836938117,34530000,10,-1643.51846554188,0.110939360972737
13,1.76020483669943,36.8141430129026,74.2516287838644,2.35469836941823,0.0119346695968739,0.54253244101136,0.005,0.146588824797754,34530000,10,-1643.58644880486,0.034858371773562
312,0.480273132922385,127.647158909158,190.28707392788,4.19729180804024,0.0053766641729935,0.646471515979977,0.005,0.71484180069063,34530000,10,-1643.66430730859,0.0933293905255223
265,1.00161892751755,27.25840173744,61.8038547232907,1.6335209238583,0.00813563606958221,0.588655379148877,0.005,0.332380803170703,34530000,10,-1643.6820957285,0.0595598261661175
395,1.04445714740237,26.9824955532338,7.95072268763464,1.58285585779787,0.00913744370931037,0.572273811807382,0.005,0.321922830433689,34530000,10,-1643.83900549343,0.0358588628081966
233,0.489175803366316,9.23944448587506,207.421996336479,3.33039124507471,0.00460324003364099,0.694149486107361,0.005,0.722459708561756,34530000,10,-1643.87825315942,0.151748802528698
338,0.38800966765487,232.136587663898,1.66947453944233,4.51025388947896,0.0032870652620942,0.798262217092352,0.005,0.926489629874552,34530000,10,-1643.8800573138,0.142806993837713
391,2.25602402400492,85.2920143263789,2.31838515994848,1.81676274377896,0.0155553595543829,0.516589270751273,0.005,0.10679646814797,34530000,10,-1643.95206055476,0.0511983447158499
238,1.60198555446365,59.5774540181721,141.238248075368,6.75832916682768,0.0138422643359793,0.494103813946971,0.005,0.148996789232207,34530000,10,-1644.01277862006,0.0381064209764876
90,1.87365167362888,208.454446422141,873.154917927202,8.66493564514894,0.0152322872658456,0.503904725287161,0.005,0.115346191056664,34530000,10,-1644.10908584521,0.0433111120168302
94,0.821757564706702,2.97932162942716,5.71188872179208,3.9260208581392,0.00773283794401471,0.910814032360986,0.005,0.376645798593126,34530000,10,-1644.34096536357,0.0348324871426918
344,0.558174782018597,9.03663079920693,4.46522380584566,3.35609455810469,0.00618109531477947,0.596146762955873,0.005,0.619576738903657,34530000,10,-1644.36337819622,0.0431364327582368
278,1.76066271069939,28.0461324976815,31.5772450746295,1.79813340707909,0.0137440327081558,0.509214287610552,0.005,0.154271749384827,34530000,10,-1644.37200598053,0.0396707251883535
27,1.16760319359227,56.7628549813884,1.69126170340614,1.71719015117237,0.011328270122359,0.500175594905264,0.005,0.269373515670391,34530000,10,-1644.38059237557,0.0427446139222864
323,0.370471532274112,1.65462873281321,12.5352399321031,5.7569786994169,0.00322224376389493,0.787827388721544,0.005,0.968981651213192,34530000,10,-1644.46719060138,0.130766017098629
266,1.26012002013424,0.183465859886532,0.0198173531840377,1.54811978245709,0.0104807602566116,0.864437828361162,0.005,0.247240343279262,34530000,10,-1644.77676770251,0.020045386163079
295,1.71167780843856,52.5542718537728,479.181583135125,4.21384752104142,0.0140402331375011,0.479223810197083,0.005,0.138046998408878,34530000,10,-1644.89778525133,0.0518174133213971
208,0.906968908867081,54.1435416017703,124.690643739994,2.22187871873047,0.00859675203357886,0.525341026151439,0.005,0.35748984266044,34530000,10,-1645.00080389888,0.043990999417967
130,1.3727009040386,64.4907493112182,92.1904569153013,7.59734182697626,0.0134565247282794,0.45997585979343,0.005,0.180734356372,34530000,10,-1645.02123927645,0.0635772729188983
114,1.8907876238938,28.8001154914535,7.90879319306123,5.17467933436096,0.0166490665301915,0.473102396560996,0.005,0.116980437715667,34530000,10,-1645.11194030747,0.0384600207738071
222,0.905407976872038,14.80975390009,3.8040235041095,1.23990656058505,0.00824306140566495,0.56219331217629,0.005,0.408876867176235,34530000,10,-1645.12176874333,0.0640508999681812
