Beta,mu_EI,mu_IR,mu_RS,rho,eta,k,N,loglik,loglik.se,Np,nfilt
3.569159077567221,7.600131361863226,3.839081419844823,0.1288655134115662,0.0133956804000998,0.00179435741741564,4,52900000,-6616.698832138082,0.00306444285304638,2000,10
8.109996157339472,5.141498085627358,17.534423902204804,0.05602174861623219,0.01879755230864876,5.288115701319751e-4,5,52900000,-6616.734362863086,0.009266834146151964,2000,10
2.8296629413262258,12.873369414115963,2.660004241004755,0.10750088063516776,0.01263747340536067,0.00192971063728441,4,52900000,-6623.792200749423,0.00213685905797162,2000,10
2.8296629413262258,12.873369414115963,2.660004241004755,0.10750088063516776,0.01263747340536067,0.00192971063728441,4,52900000,-6623.792200749423,0.00213685905797162,2000,10
8.927202379441686,3.960156558954893,34.430812660212275,0.05302018193787092,0.01888117715634267,5.575488351553849e-4,5,52900000,-6638.309138454359,0.009530528482099178,2000,10
2.9506324051353694,14.107980953694854,2.867595228476068,0.12765617050514855,0.01178802386380863,0.00199917884800498,4,52900000,-6652.7480305372155,0.0015113769552381,2000,10
2.9506324051353694,14.107980953694854,2.867595228476068,0.12765617050514855,0.01178802386380863,0.00199917884800498,4,52900000,-6652.7480305372155,0.0015113769552381,2000,10
8.126167243635917,6.160388124482806,18.223247128060045,0.0648513071660541,0.01688488325574472,5.539397342387098e-4,5,52900000,-6653.946626831994,0.00793170959838248,2000,10
7.3418697830474136,5.109299484617729,14.683110724348733,0.07414730050368623,0.018119901469203514,5.217567109764037e-4,5,52900000,-6654.247663430064,0.007184521195953942,2000,10
4.448240487763889,14.711792519270265,5.8739113512141135,0.1013868559249015,0.020853704099570478,5.130323584880115e-4,5,52900000,-6677.958375604089,0.011576353925386753,2000,10
6.504847388070052,6.024470149248632,10.569881124936664,0.09843819250738399,0.014147130239061449,4.884759955313341e-4,5,52900000,-6680.954432472459,0.004578098303305045,2000,10
8.764505459092403,4.38330814493613,60.80329136077841,0.05697626875223024,0.019823579286135984,5.236515232527048e-4,5,52900000,-6695.998382339373,0.006684402199430651,2000,10
3.409096273142729,62.51132211328005,3.649057417230667,0.1825539243288981,0.01104487212173937,0.00191019388984387,4,52900000,-6763.220327922862,0.00191588831465768,2000,10
3.7564776616212368,12.249182309418542,4.041472317081288,0.07244234194212848,0.01779179131879585,5.502759965263726e-4,5,52900000,-6769.1037625226,0.00468761150471756,2000,10
3.0491093144626564,29.86506078723453,3.0629354693833584,0.17903908239417324,0.01016849889453001,0.00173929686665901,4,52900000,-6774.325099808697,0.00139473295014155,2000,10
3.0491093144626564,29.86506078723453,3.0629354693833584,0.17903908239417324,0.01016849889453001,0.00173929686665901,4,52900000,-6774.325099808697,0.00139473295014155,2000,10
8.22996664252153,5.040801724234509,32.10811469601147,0.0746350212965142,0.019959075947401945,5.165239622304349e-4,5,52900000,-6778.126983563913,0.008798449338774723,2000,10
7.366864368411802,5.537689478916131,14.419587986176714,0.08150359918185776,0.01764166194931425,5.315907198928516e-4,5,52900000,-6849.403233921487,0.005713774683238024,2000,10
8.400652106755492,6.190724129603603,99.64783094956269,0.07441937537140557,0.019916345134788585,5.359911458037055e-4,5,52900000,-6865.033867133863,0.006328279350527006,2000,10
8.061577581293635,4.637005802407136,19.55055504679843,0.08419287560128434,0.016033326907604856,6.170929322877713e-4,5,52900000,-6872.6937201098635,0.005064773349781528,2000,10
8.328082337019246,6.0593107412396625,36.61663986298323,0.09161971734045081,0.01731417437760729,5.523555346982979e-4,5,52900000,-6953.133114764089,0.006258273322098038,2000,10
