kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_delivname,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
3642289,K00301.02,11.449,1.33,2.70E-03,1.00E+00,q1_q17_dr25_koi,0.129,21,2.37,9.50E-10,1.40E-12,2.50E-03,2.10E-06,1.60E-08,1.90E-04,0.009,6261,93.52,-90.14,1.35,0.164,-0.121,1.24,0.062,-0.052,9.42,0.106,-0.229,609,73.89,-54.33,0.1,0.071,-0.062
3662838,K00302.01,24.855,5.67,5.00E-09,1.00E+00,q1_q17_dr25_koi,0.051,58,0.5,4.70E-09,3.60E-10,4.80E-74,4.30E-24,3.60E-31,2.90E-68,0.028,7140,168.57,-246.66,1.86,0.844,-0.365,1.59,0.27,-0.16,9.06,0.112,-0.176,717,324.54,-139.91,0.3,0.079,-0.133
5966322,K00303.01,60.928,2.76,7.60E-04,1.00E+00,q1_q17_dr25_koi,0.2,59,0.5,3.20E-04,4.40E-04,6.00E-07,1.00E-14,3.60E-24,3.10E-10,0.025,5689,83.83,-74.49,1.01,0.115,-0.088,0.95,0.044,-0.046,9.89,0.108,-0.273,292,34.57,-25.61,0.09,0.077,-0.061
6029239,K00304.01,8.512,2.2,2.40E-03,1.00E+00,q1_q17_dr25_koi,0.218,24,0.5,1.30E-04,2.30E-03,3.20E-07,5.80E-08,1.00E-05,3.80E-14,0.022,5847,57.56,-51.09,0.92,0.027,-0.029,1.01,0.033,-0.038,8.93,0.297,-0.321,340,11.14,-11.71,0.03,0.041,-0.023
6029239,K00304.02,5.518,0.5,9.20E-01,9.90E-01,q1_q17_dr25_koi,0.001,17,1.68,2.80E-11,5.60E-12,1.50E-01,1.20E-03,1.60E-04,7.50E-01,0.005,5843,56.04,-49.53,0.92,0.026,-0.028,1.01,0.031,-0.037,8.94,0.295,-0.321,340,11.19,-11.46,0.03,0.039,-0.022
6063220,K00305.01,4.604,1.54,2.90E-05,1.00E+00,q1_q17_dr25_koi,0.148,31,0.5,4.30E-15,2.80E-19,2.90E-05,6.20E-09,3.00E-09,2.10E-12,0.019,4835,69.2,-56.47,0.74,0.014,-0.013,0.81,0.024,-0.027,9.54,0.247,-0.384,207,5.25,-4.85,0.12,0.096,-0.076
6071903,K00306.01,24.308,2.12,7.10E-04,1.00E+00,q1_q17_dr25_koi,0.214,53,0.5,2.50E-06,7.00E-04,5.10E-06,6.70E-10,1.30E-12,1.00E-12,0.024,5263,83.37,-72.87,0.81,0.018,-0.018,0.88,0.03,-0.033,9.45,0.23,-0.349,237,6.74,-6.33,0.14,0.095,-0.081
6289257,K00307.01,19.674,1.9,1.50E-03,1.00E+00,q1_q17_dr25_koi,0.189,32,1.5,3.60E-05,3.90E-04,1.00E-03,9.50E-07,6.70E-08,1.90E-06,0.016,6124,78.59,-62.63,1.09,0.064,-0.057,1.11,0.045,-0.05,9.32,0.211,-0.371,494,30.66,-27.83,0.05,0.055,-0.034
6289257,K00307.02,5.211,1.19,1.70E-05,1.00E+00,q1_q17_dr25_koi,0.119,14,0.5,7.20E-20,2.10E-21,1.50E-05,1.80E-07,3.50E-09,9.90E-09,0.01,6124,78.59,-64.91,1.09,0.062,-0.059,1.11,0.042,-0.048,9.32,0.214,-0.372,494,30.16,-28.07,0.05,0.055,-0.034
6291837,K00308.01,35.597,3.8,2.00E-03,1.00E+00,q1_q17_dr25_koi,0.114,78,0.5,1.10E-04,1.70E-03,2.40E-04,3.40E-07,4.40E-11,1.00E-08,0.028,6231,101.89,-92.58,1.24,0.14,-0.11,1.16,0.059,-0.056,9.48,0.128,-0.258,460,52.2,-42.11,0.13,0.071,-0.068
7024222,K00309.01,1.633,0.55,9.20E-01,1.00E+00,q1_q17_dr25_koi,0.001,11,0.5,6.00E-16,1.40E-15,1.20E-01,1.00E-06,4.30E-06,7.90E-01,0.007,4683,56.85,-64.19,0.71,0.025,-0.032,0.74,0.031,-0.041,9.87,0.236,-0.564,171,7.25,-8.71,0.14,0.076,-0.095
10937029,K00433.02,328.24,10.89,1.20E-02,1.00E+00,q1_q17_dr25_koi,0.072,577,0.5,5.80E-03,4.60E-04,4.30E-03,4.90E-04,5.00E-04,5.20E-06,0.118,5250,81.56,-68.34,0.85,0.026,-0.024,0.9,0.035,-0.032,9.65,0.216,-0.341,724,24.96,-23.36,0.12,0.094,-0.073
11656302,K00434.01,22.265,12.37,1.50E-02,1.00E+00,q1_q17_dr25_koi,0.078,1501,0.5,1.50E-02,8.50E-18,3.80E-04,8.90E-08,1.50E-17,1.40E-14,0.139,5333,76.9,-83.38,0.82,0.076,-0.075,0.82,0.048,-0.067,9.93,0.172,-0.427,610,59.35,-58.97,0.13,0.068,-0.082
11709124,K00435.01,20.55,4.15,2.50E-05,1.00E+00,q1_q17_dr25_koi,0.098,77,0.5,4.60E-07,2.50E-06,2.30E-05,1.00E-10,5.20E-16,2.60E-10,0.038,5754,87.26,-71.76,1,0.088,-0.073,0.97,0.043,-0.042,9.77,0.145,-0.294,877,77.89,-66.04,0.09,0.076,-0.056
11709124,K00435.03,33.041,2.41,1.00E-02,1.00E+00,q1_q17_dr25_koi,0.21,141,0.78,5.00E-04,9.40E-03,4.00E-05,5.10E-07,6.90E-05,9.50E-07,0.022,5753,83.99,-71.57,1.01,0.088,-0.078,0.97,0.043,-0.043,9.78,0.14,-0.314,881,78.81,-69.23,0.08,0.077,-0.055
11709124,K00435.04,3.933,1.53,1.30E-05,1.00E+00,q1_q17_dr25_koi,0.152,42,0.63,3.40E-15,1.90E-14,6.50E-06,7.60E-07,3.50E-08,5.70E-06,0.014,5758,85.62,-72.28,1,0.083,-0.075,0.97,0.043,-0.044,9.77,0.129,-0.297,875,75.63,-66.39,0.09,0.075,-0.059
11709124,K00435.05,62.303,3.17,3.50E-04,1.00E+00,q1_q17_dr25_koi,0.18,126,0.54,1.10E-07,9.60E-07,3.60E-07,1.10E-10,2.00E-13,2.70E-09,0.029,5755,83.88,-70.61,1,0.09,-0.074,0.97,0.042,-0.044,9.78,0.13,-0.308,877,79.96,-65.81,0.09,0.07,-0.058
11709124,K00435.06,9.919,1.32,4.80E-05,1.00E+00,q1_q17_dr25_koi,0.133,55,1.11,4.90E-14,8.60E-16,1.20E-05,8.80E-08,7.00E-07,1.60E-07,0.012,5751,84.42,-69.82,1.01,0.09,-0.079,0.97,0.044,-0.042,9.78,0.141,-0.317,881,81.75,-69.78,0.08,0.076,-0.054
11805075,K00436.01,199.839,20.92,9.00E-01,1.00E+00,q1_q17_dr25_koi,0.023,836,0.5,9.50E-02,8.10E-01,5.70E-05,8.60E-05,1.20E-04,1.20E-07,0.226,5306,68.41,-63.75,0.85,0.065,-0.051,0.86,0.038,-0.039,9.89,0.199,-0.448,682,52.66,-43.88,0.1,0.06,-0.062
11824222,K00437.01,15.841,18.81,9.60E-01,1.00E+00,q1_q17_dr25_koi,0.041,375,0.84,1.30E-01,8.20E-01,8.60E-04,8.50E-05,6.60E-04,5.00E-06,0.22,5135,98.41,-68.76,0.78,0.049,-0.054,0.8,0.044,-0.052,9.92,0.187,-0.399,526,35.04,-38.17,0.1,0.112,-0.069
12302530,K00438.01,5.931,2.15,1.70E-05,1.00E+00,q1_q17_dr25_koi,0.22,66,0.5,2.60E-11,1.10E-21,1.60E-05,3.10E-07,1.20E-07,8.20E-12,0.034,4404,35.2,-36,0.58,0.022,-0.02,0.6,0.031,-0.022,9.57,0.349,-0.543,241,11.51,-11.62,0.01,0.017,-0.007
12302530,K00438.02,52.662,2.02,4.40E-05,1.00E+00,q1_q17_dr25_koi,0.204,212,0.54,7.60E-07,6.10E-07,3.80E-05,2.60E-06,2.00E-06,2.00E-07,0.032,4403,35.19,-35.95,0.58,0.022,-0.019,0.6,0.032,-0.021,9.58,0.35,-0.523,241,11.38,-10.85,0.01,0.016,-0.006
6721123,K00114.01,7.362,35.2,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,41,0.5,2.30E-05,3.80E-04,3.10E-02,5.60E-02,1.70E-01,7.40E-01,0.183,6269,97.37,-87.86,1.76,0.414,-0.39,1.34,0.137,-0.137,9.47,0.072,-0.09,763,179.44,-166.29,0.12,0.072,-0.064
9579641,K00115.01,5.412,3.2,7.10E-06,1.00E+00,q1_q17_dr25_koi,0.172,22,0.5,3.50E-06,3.60E-06,5.40E-09,1.60E-08,1.80E-11,1.10E-18,0.025,6062,54.05,-48.93,1.17,0.159,-0.112,1.11,0.041,-0.043,9.59,0.11,-0.293,530,72.23,-50.71,0.02,0.026,-0.012
9579641,K00115.02,7.126,1.92,5.10E-05,1.00E+00,q1_q17_dr25_koi,0.201,24,0.63,6.70E-06,2.50E-05,1.40E-05,1.20E-06,4.30E-06,1.20E-08,0.015,6062,54.05,-48.93,1.17,0.159,-0.112,1.11,0.041,-0.043,9.59,0.11,-0.293,530,72.23,-50.71,0.02,0.026,-0.012
9579641,K00115.03,3.436,0.64,4.00E-02,1.00E+00,q1_q17_dr25_koi,0.014,11,2.79,7.30E-09,2.60E-08,1.90E-03,1.90E-04,1.90E-04,3.80E-02,0.005,6062,54.05,-48.93,1.17,0.159,-0.112,1.11,0.041,-0.043,9.59,0.11,-0.293,530,72.23,-50.71,0.02,0.026,-0.012
8395660,K00116.01,13.571,2.79,3.50E-03,1.00E+00,q1_q17_dr25_koi,0.199,42,0.5,1.90E-04,3.20E-03,4.00E-05,4.40E-06,3.10E-07,1.90E-10,0.024,5935,85.13,-83.1,1.07,0.099,-0.079,1.04,0.047,-0.049,9.63,0.152,-0.333,458,43.26,-35.7,0.12,0.076,-0.067
8395660,K00116.02,43.844,3.02,3.50E-04,1.00E+00,q1_q17_dr25_koi,0.192,45,0.63,5.00E-05,5.20E-05,2.40E-04,2.10E-09,3.20E-10,3.80E-09,0.026,5930,91.44,-80.53,1.07,0.096,-0.078,1.04,0.046,-0.047,9.63,0.151,-0.315,458,42.19,-34.54,0.12,0.076,-0.069
8395660,K00116.03,6.165,0.81,2.10E-01,1.00E+00,q1_q17_dr25_koi,0.062,20,3.3,9.30E-15,7.40E-15,4.10E-02,6.40E-05,1.20E-05,1.70E-01,0.007,5930,91.44,-80.53,1.07,0.096,-0.078,1.04,0.046,-0.047,9.63,0.151,-0.315,458,42.19,-34.54,0.12,0.076,-0.069
8395660,K00116.04,23.98,1.39,1.50E-03,1.00E+00,q1_q17_dr25_koi,0.135,37,2.01,2.70E-09,9.90E-10,4.40E-04,2.60E-08,2.10E-12,6.70E-06,0.012,5930,91.44,-80.53,1.07,0.096,-0.078,1.04,0.046,-0.047,9.63,0.151,-0.315,458,42.19,-34.54,0.12,0.076,-0.069
10875245,K00117.01,14.749,2.92,4.00E-06,1.00E+00,q1_q17_dr25_koi,0.196,32,0.78,3.00E-07,4.70E-07,3.20E-06,3.40E-08,3.10E-11,1.30E-13,0.019,5873,49.73,-46.64,1.41,0.055,-0.048,1.13,0.066,-0.051,9.77,0.088,-0.094,510,20.75,-19.23,0.06,0.051,-0.038
10875245,K00117.02,4.901,1.69,4.80E-08,1.00E+00,q1_q17_dr25_koi,0.17,13,0.66,6.30E-20,1.10E-24,6.80E-11,4.10E-09,3.40E-11,8.00E-11,0.011,5872,49.71,-44.64,1.41,0.056,-0.048,1.12,0.072,-0.048,9.78,0.081,-0.102,509,21.35,-18.77,0.06,0.051,-0.038
10875245,K00117.03,3.18,1.54,1.70E-06,1.00E+00,q1_q17_dr25_koi,0.15,16,0.78,4.30E-21,1.30E-20,1.60E-06,7.60E-09,3.70E-09,3.30E-11,0.01,5870,50.59,-46.52,1.41,0.053,-0.047,1.12,0.069,-0.051,9.78,0.085,-0.099,509,20.74,-18.64,0.06,0.05,-0.038
11288051,K00241.03,3.41,1.09,9.90E-04,1.00E+00,q1_q17_dr25_koi,0.102,33,0.84,2.30E-19,7.60E-20,6.70E-04,3.80E-06,8.30E-08,2.30E-04,0.015,5128,47.13,-41.07,0.67,0.021,-0.016,0.72,0.034,-0.025,9.37,0.313,-0.364,383,13.33,-10.87,0.04,0.046,-0.025
3642741,K00242.01,7.258,6.12,8.20E-12,1.00E+00,q1_q17_dr25_koi,0.051,74,0.5,8.20E-12,3.70E-67,1.30E-16,1.30E-14,4.40E-24,9.40E-44,0.055,5750,93.9,-137.63,1.02,0.146,-0.098,1,0.055,-0.055,9.71,0.182,-0.406,902,132.26,-92.07,0.34,0.065,-0.118
9592579,K00243.01,2.638,10.13,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.073,55,0.78,1.60E-15,4.00E-11,2.20E-73,2.00E-06,8.10E-05,5.60E-11,0.081,5981,161.78,-159.28,1.15,0.216,-0.135,1.09,0.094,-0.071,9.58,0.189,-0.337,1356,260.43,-165.35,0.21,0.112,-0.121
4349452,K00244.01,12.72,4.98,1.70E-01,1.00E+00,q1_q17_dr25_koi,0.076,16,2.13,1.20E-02,1.60E-01,2.50E-04,1.10E-07,1.50E-07,1.30E-19,0.035,6291,80.93,-80.62,1.31,0.059,-0.059,1.19,0.046,-0.053,9.47,0.099,-0.112,235,11.53,-11.37,0.29,0.068,-0.071
4349452,K00244.02,6.239,2.56,8.50E-08,1.00E+00,q1_q17_dr25_koi,0.205,9,2.25,2.60E-11,8.50E-08,4.30E-16,4.10E-11,2.50E-15,1.40E-40,0.018,6292,79.98,-81.2,1.3,0.062,-0.059,1.19,0.047,-0.056,9.47,0.1,-0.107,235,11.9,-11.3,0.29,0.069,-0.07
8478994,K00245.01,39.792,1.94,5.30E-06,1.00E+00,q1_q17_dr25_koi,0.198,23,2.85,5.30E-06,4.70E-11,3.40E-08,2.80E-13,1.80E-23,8.60E-16,0.022,5376,43.67,-45.36,0.81,0.022,-0.024,0.88,0.033,-0.04,9.43,0.254,-0.404,65,1.99,-2.24,0.14,0.02,-0.04
8478994,K00245.02,21.302,0.71,1.10E-03,1.00E+00,q1_q17_dr25_koi,0.041,15,3.6,1.60E-13,4.70E-25,1.10E-03,6.10E-10,1.20E-13,7.20E-09,0.008,5374,46.05,-45.44,0.81,0.022,-0.024,0.88,0.034,-0.042,9.44,0.242,-0.43,65,2.07,-2.12,0.14,0.021,-0.04
11295426,K00246.01,5.399,2.28,1.10E-09,1.00E+00,q1_q17_dr25_koi,0.216,7,2.31,8.80E-10,1.50E-11,4.00E-24,1.80E-10,5.50E-12,2.50E-26,0.017,5867,49.02,-46.68,1.23,0.054,-0.049,1.05,0.036,-0.031,9.82,0.052,-0.065,143,6.52,-5.91,0.03,0.037,-0.02
11295426,K00246.02,9.605,0.94,8.90E-01,1.00E+00,q1_q17_dr25_koi,0.08,12,2.4,1.70E-06,3.50E-09,8.80E-01,8.10E-04,2.30E-03,2.30E-03,0.007,5865,50.97,-43.74,1.23,0.052,-0.052,1.05,0.033,-0.029,9.82,0.052,-0.062,144,6.26,-6.6,0.03,0.037,-0.02
11852982,K00247.01,13.815,2,7.60E-03,1.00E+00,q1_q17_dr25_koi,0.203,137,2.49,1.20E-08,3.20E-14,7.50E-03,4.40E-06,1.70E-06,1.10E-04,0.034,3867,35.63,-37.51,0.54,0.022,-0.034,0.56,0.024,-0.037,9.88,0.211,-0.482,146,8.47,-11.87,0.05,0.05,-0.034
5364071,K00248.01,7.204,2.41,4.00E-06,1.00E+00,q1_q17_dr25_koi,0.212,101,0.5,4.80E-13,1.40E-28,4.00E-06,1.60E-11,5.90E-12,1.10E-12,0.038,4033,37.41,-36.17,0.58,0.022,-0.028,0.6,0.024,-0.033,9.82,0.249,-0.522,289,15.31,-18.33,0.03,0.045,-0.023
5364071,K00248.02,10.913,2.29,2.30E-03,1.00E+00,q1_q17_dr25_koi,0.216,140,0.75,1.10E-08,8.00E-12,2.20E-03,1.20E-05,1.40E-06,4.30E-06,0.036,4033,36.47,-36.16,0.58,0.021,-0.028,0.6,0.024,-0.033,9.82,0.249,-0.535,290,15.23,-17.92,0.03,0.045,-0.023
7050989,K00312.01,11.579,2,1.10E-02,1.00E+00,q1_q17_dr25_koi,0.214,22,0.87,6.10E-04,9.80E-03,6.20E-05,4.30E-08,8.60E-10,3.90E-09,0.014,6215,105.41,-93.89,1.31,0.162,-0.12,1.21,0.065,-0.058,9.45,0.119,-0.262,374,46.93,-34.55,0.38,0.079,-0.078
7050989,K00312.02,16.399,2,2.50E-03,1.00E+00,q1_q17_dr25_koi,0.201,26,0.72,8.20E-05,2.40E-03,3.00E-05,5.00E-07,6.80E-10,2.10E-14,0.014,6215,102.48,-99.98,1.31,0.174,-0.122,1.21,0.064,-0.058,9.45,0.119,-0.251,374,50.49,-34.74,0.38,0.082,-0.08
7419318,K00313.01,18.736,2.15,1.10E-05,1.00E+00,q1_q17_dr25_koi,0.219,41,0.51,1.20E-07,4.20E-06,6.90E-06,5.30E-09,3.60E-13,8.20E-12,0.024,5262,52.63,-48.12,0.82,0.031,-0.028,0.85,0.032,-0.035,9.8,0.184,-0.344,292,11.62,-11.06,0.06,0.057,-0.042
7419318,K00313.02,8.436,1.52,3.90E-06,1.00E+00,q1_q17_dr25_koi,0.151,25,0.5,1.10E-16,8.80E-20,3.90E-06,4.50E-09,4.20E-13,5.50E-13,0.017,5260,56.04,-45.71,0.82,0.03,-0.028,0.85,0.032,-0.036,9.8,0.188,-0.315,292,11.59,-11.02,0.06,0.058,-0.039
7603200,K00314.01,13.781,1.49,5.10E-05,1.00E+00,q1_q17_dr25_koi,0.143,45,0.5,3.50E-16,1.90E-33,5.10E-05,1.50E-11,6.10E-15,2.20E-11,0.026,3804,40.46,-37.08,0.52,0.021,-0.021,0.54,0.022,-0.022,9.94,0.175,-0.417,64,3.51,-3.47,0.09,0.085,-0.065
7603200,K00314.02,23.089,1.31,3.10E-04,1.00E+00,q1_q17_dr25_koi,0.123,73,0.5,4.20E-09,2.30E-16,3.00E-04,1.10E-08,1.70E-09,1.00E-05,0.023,3805,43.2,-38.21,0.52,0.022,-0.021,0.54,0.022,-0.023,9.93,0.184,-0.397,65,3.67,-3.52,0.09,0.089,-0.063
7603200,K00314.03,10.313,0.63,1.40E-03,1.00E+00,q1_q17_dr25_koi,0.014,40,1.2,1.80E-09,1.80E-13,1.40E-03,2.00E-06,6.20E-07,9.00E-07,0.011,3804,40.81,-36.66,0.52,0.02,-0.02,0.54,0.021,-0.021,9.93,0.183,-0.409,64,3.34,-3.37,0.09,0.087,-0.061
7700622,K00315.01,35.583,2.05,3.30E-05,1.00E+00,q1_q17_dr25_koi,0.208,55,0.5,2.10E-12,3.00E-10,2.60E-05,1.60E-11,6.30E-06,1.30E-12,0.027,4900,67.26,-51.77,0.69,0.022,-0.021,0.75,0.034,-0.034,9.47,0.278,-0.464,200,7.14,-6.67,0.1,0.091,-0.066
8008067,K00316.01,15.771,2.59,4.40E-06,1.00E+00,q1_q17_dr25_koi,0.204,30,2.58,1.30E-11,3.00E-06,2.10E-23,3.40E-11,1.10E-20,1.30E-10,0.021,5685,62.66,-54.93,1.13,0.137,-0.112,1.04,0.048,-0.04,9.79,0.138,-0.214,420,52.09,-41.03,0.07,0.053,-0.046
8008067,K00316.02,157.066,2.64,1.30E-02,1.00E+00,q1_q17_dr25_koi,0.203,100,3.9,1.20E-03,1.20E-02,3.50E-06,3.70E-12,6.80E-07,3.70E-10,0.021,5678,61.09,-52.91,1.15,0.147,-0.125,1.04,0.043,-0.041,9.82,0.127,-0.204,428,54.79,-46.31,0.06,0.055,-0.042
8008067,K00316.03,7.306,2.09,4.90E-02,1.00E+00,q1_q17_dr25_koi,0.216,33,3,1.20E-03,4.70E-02,2.30E-04,2.50E-05,4.70E-04,3.20E-07,0.017,5687,59.06,-53.63,1.13,0.149,-0.11,1.04,0.045,-0.04,9.78,0.132,-0.206,419,55.4,-40.85,0.07,0.05,-0.045
8121310,K00317.01,22.208,3.09,9.30E-04,1.00E+00,q1_q17_dr25_koi,0.19,54,0.69,5.80E-14,3.50E-12,8.60E-35,1.20E-07,1.60E-28,1.90E-27,0.02,6402,101.57,-90.33,1.42,0.115,-0.094,1.33,0.055,-0.052,9.21,0.149,-0.27,714,59.2,-47.8,0.11,0.076,-0.064
12470954,K00439.01,1.902,4.37,2.90E-05,1.00E+00,q1_q17_dr25_koi,0.092,37,0.5,1.30E-05,1.10E-07,1.70E-05,9.30E-09,1.30E-10,2.60E-20,0.043,5440,72.93,-63.48,0.93,0.055,-0.047,0.92,0.035,-0.034,9.88,0.156,-0.282,654,40.66,-34.15,0.1,0.075,-0.062
2438264,K00440.01,15.907,2.34,3.50E-05,1.00E+00,q1_q17_dr25_koi,0.214,75,0.5,5.90E-14,2.10E-13,3.50E-05,2.50E-11,1.10E-11,1.60E-08,0.027,5085,77.08,-68.7,0.8,0.027,-0.025,0.82,0.034,-0.033,9.87,0.181,-0.326,440,17.22,-15.51,0.14,0.096,-0.086
2438264,K00440.02,4.973,2.43,9.90E-06,1.00E+00,q1_q17_dr25_koi,0.21,68,0.5,1.40E-08,2.50E-07,7.50E-06,2.00E-06,1.00E-07,3.80E-08,0.028,5084,78.22,-66.04,0.8,0.027,-0.024,0.83,0.032,-0.035,9.86,0.184,-0.329,440,16.88,-15.68,0.14,0.097,-0.081
3340312,K00441.01,30.553,31.84,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,135,0.57,1.10E-01,7.50E-01,6.30E-02,4.10E-03,5.20E-02,1.70E-02,0.247,6282,72.95,-70.82,1.18,0.09,-0.076,1.14,0.056,-0.057,9.4,0.157,-0.299,1193,93.86,-80.68,0.18,0.056,-0.058
3745690,K00442.01,13.541,2.3,3.30E-04,1.00E+00,q1_q17_dr25_koi,0.216,47,0.57,2.20E-07,8.70E-07,2.80E-04,2.20E-05,2.30E-05,1.80E-06,0.02,5859,74.69,-61.55,1.05,0.105,-0.082,1.01,0.042,-0.044,9.71,0.132,-0.295,763,76.9,-60.32,0.06,0.062,-0.039
3745690,K00442.02,1.732,1.38,1.60E-05,1.00E+00,q1_q17_dr25_koi,0.139,18,0.54,1.70E-16,1.80E-15,1.60E-05,2.90E-08,4.00E-08,9.10E-08,0.012,5859,75.72,-63.8,1.05,0.1,-0.081,1.02,0.042,-0.044,9.71,0.121,-0.314,762,73.64,-60.13,0.06,0.064,-0.039
3745690,K00442.03,7.026,1.6,1.40E-03,1.00E+00,q1_q17_dr25_koi,0.161,58,1.44,4.70E-06,3.70E-04,9.10E-04,1.00E-05,4.30E-06,4.70E-05,0.014,5860,76.07,-62.68,1.05,0.094,-0.079,1.01,0.042,-0.043,9.7,0.134,-0.305,762,69.6,-58.11,0.06,0.065,-0.04
3833007,K00443.01,16.218,2.88,1.00E-05,1.00E+00,q1_q17_dr25_koi,0.188,47,0.5,8.20E-16,9.90E-06,3.60E-07,3.70E-16,4.50E-20,1.70E-13,0.025,5871,125.44,-168.18,1.06,0.176,-0.116,1.02,0.075,-0.069,9.69,0.17,-0.37,786,135.18,-89.67,0.23,0.096,-0.131
3847138,K00444.01,11.723,2.19,1.00E-05,1.00E+00,q1_q17_dr25_koi,0.218,40,0.5,7.70E-08,4.10E-07,2.10E-06,7.10E-06,6.10E-13,5.80E-09,0.02,5736,56.25,-50.65,1.01,0.09,-0.067,0.99,0.033,-0.032,9.74,0.147,-0.342,747,68.33,-49.7,0.03,0.04,-0.02
4633570,K00446.01,16.709,2.42,5.80E-05,1.00E+00,q1_q17_dr25_koi,0.212,144,0.63,2.60E-09,2.20E-06,5.60E-05,1.00E-08,8.40E-09,5.30E-08,0.031,4722,70.85,-85.19,0.71,0.028,-0.037,0.74,0.033,-0.043,9.89,0.211,-0.52,355,16.63,-20.84,0.2,0.096,-0.128
4633570,K00446.02,28.552,2.11,6.80E-05,1.00E+00,q1_q17_dr25_koi,0.212,167,0.63,1.60E-12,1.10E-09,4.70E-05,2.10E-09,1.10E-12,2.10E-08,0.027,4720,74.48,-86.29,0.71,0.029,-0.037,0.74,0.034,-0.044,9.89,0.212,-0.494,355,16.59,-20.84,0.2,0.1,-0.128
10875245,K00117.04,7.958,1.08,1.30E-04,1.00E+00,q1_q17_dr25_koi,0.1,21,2.1,2.20E-18,5.70E-17,7.10E-05,1.20E-06,5.90E-07,3.60E-05,0.007,5871,48.73,-45.15,1.41,0.054,-0.047,1.12,0.071,-0.046,9.78,0.079,-0.098,509,20.4,-18.42,0.06,0.05,-0.036
3531558,K00118.01,24.993,2.39,1.30E-04,1.00E+00,q1_q17_dr25_koi,0.213,25,0.63,7.90E-08,1.30E-04,1.10E-07,8.70E-11,2.10E-13,8.50E-13,0.016,5780,61.62,-53.34,1.37,0.037,-0.036,1.03,0.03,-0.026,9.93,0.048,-0.064,456,14.11,-12.99,0.05,0.053,-0.037
9471974,K00119.01,49.184,7.94,4.50E-04,1.00E+00,q1_q17_dr25_koi,0.053,37,1.29,4.60E-09,1.70E-05,4.30E-04,2.90E-14,2.00E-16,7.50E-20,0.037,5593,71.29,-58.73,1.97,0.086,-0.102,1.19,0.067,-0.043,9.78,0.055,-0.078,671,29.33,-34.67,0.1,0.065,-0.058
9471974,K00119.02,190.32,7.51,5.10E-03,1.00E+00,q1_q17_dr25_koi,0.053,65,1.17,2.70E-05,4.50E-03,3.00E-04,2.30E-14,2.30E-04,2.10E-09,0.035,5593,71.29,-58.73,1.97,0.086,-0.102,1.19,0.067,-0.043,9.78,0.055,-0.078,671,29.33,-34.67,0.1,0.065,-0.058
11869052,K00120.01,20.545,2.57,1.50E-02,1.00E+00,q1_q17_dr25_koi,0.195,60,2.04,5.80E-04,1.50E-02,2.90E-04,7.00E-08,1.00E-08,1.70E-07,0.017,6279,118.93,-91.59,1.38,0.457,-0.183,1.28,0.132,-0.082,9.36,0.13,-0.349,464,149.8,-62.01,0.06,0.079,-0.041
3247396,K00121.01,8.811,47.72,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,51,0.5,3.90E-03,2.40E-01,1.60E-01,1.60E-02,3.80E-01,2.00E-01,0.243,6251,100.18,-90.1,1.8,0.453,-0.457,1.34,0.153,-0.182,9.48,0.097,-0.097,795,201.66,-200.06,0.16,0.077,-0.068
8349582,K00122.01,11.523,3.02,1.70E-02,1.00E+00,q1_q17_dr25_koi,0.19,21,0.5,1.40E-04,1.70E-02,1.60E-06,1.50E-09,2.10E-12,4.50E-12,0.02,5685,58.69,-50.24,1.38,0.069,-0.058,1.02,0.042,-0.03,9.98,0.046,-0.061,438,22.34,-19.84,0.05,0.055,-0.034
5094751,K00123.01,6.482,2.64,1.70E-06,1.00E+00,q1_q17_dr25_koi,0.205,10,0.5,3.30E-08,4.70E-09,1.60E-06,5.60E-08,7.40E-10,4.60E-10,0.018,5991,61.38,-51.34,1.35,0.065,-0.059,1.09,0.034,-0.04,9.76,0.048,-0.047,477,22.92,-21.38,0.05,0.051,-0.032
5094751,K00123.02,21.223,2.5,2.30E-03,1.00E+00,q1_q17_dr25_koi,0.207,27,0.51,3.70E-10,4.50E-11,1.80E-33,1.40E-08,1.50E-19,4.30E-21,0.017,5991,61.38,-51.34,1.35,0.065,-0.059,1.09,0.034,-0.04,9.76,0.048,-0.047,477,22.92,-21.38,0.05,0.051,-0.032
