"","X","b1","b2","b3","k1","k2","k3","mu_EI","mu_IR","rho1","rho2","rho3","eta","N","mu_RS","loglik","loglik.se"
"1",391,0.703956947636109,25.7365296071601,8.68917843654504e-05,3.00382278691624,4.64506779052539,0.71157463405857,2.14953556880865,0.15012039956664,0.0474920691001119,0.409496611920976,0.828844088129817,0.69454569635972,34530000,0.005,-1239.43663884433,0.00245899177366197
"2",729,0.694201396226757,23.4270719347564,0.00045552799864366,3.00900453235468,4.60691551791024,0.713334132296469,2.48722860777267,0.151270500581676,0.0474175914877853,0.406900302794502,0.855077018787644,0.693847127434816,34530000,0.005,-1239.4341144185,0.00188190146650822
"3",538,0.691362112319854,22.8924810090166,0.000187942454825137,3.04064873718474,4.66970409287401,0.705347920466775,2.57237258409222,0.148778922235712,0.0472717196074656,0.407581880736533,0.829633316067978,0.691619202980229,34530000,0.005,-1239.42937640795,0.00313671855499244
"4",657,0.684131259922441,21.611304929676,0.00042756657876996,3.02337155888504,4.61325296300661,0.707273442779055,2.88293405716746,0.148574829570562,0.0473082222985681,0.406293559016073,0.859569538142754,0.690161088187846,34530000,0.005,-1239.43648704732,0.00249227460723639
"5",376,0.70909142798256,23.1516886428947,0.00243418329525195,3.03180459697208,4.67401370870599,0.711187682513471,3.00187889137644,0.1475561386879,0.0487520338988685,0.406524246918508,0.84077581905825,0.657145167217588,34530000,0.005,-1239.45657555695,0.00337156271592597
"6",384,0.741368942097003,26.424292283781,0.000525916265700538,2.95607473440268,4.6957280976808,0.720024617448261,2.24559461011353,0.152157312269409,0.049093100167459,0.407264606217564,0.84816784442188,0.651320928037684,34530000,0.005,-1239.44701437361,0.0022748289100351
"7",285,0.659823571297036,20.3124943387176,0.00043588664867861,3.05840496660043,4.56382703159346,0.695904333648676,3.14861061504822,0.141293905814146,0.0466706730625711,0.407022019535786,0.810443425542226,0.705578604862713,34530000,0.005,-1239.46421980049,0.00269322305565948
"8",567,0.69415480334995,22.8584392643951,4.67330738106018e-05,3.04364573976467,4.57647232892197,0.703149377585513,2.8149598123179,0.143931660044251,0.0479454282682938,0.408489178551446,0.811951068256256,0.675951908749113,34530000,0.005,-1239.44756851291,0.00238044557887651
"9",354,0.674049571817232,19.6425207672756,0.00155918799338605,3.05915472239036,4.64496621921903,0.695908118816578,3.38792129336528,0.142860031242253,0.0474001021298442,0.406742431835023,0.820647076780583,0.684415970247355,34530000,0.005,-1239.4593205981,0.00182596470002655
"10",324,0.705048036705904,21.7334055687967,0.000585149177052645,3.04089543635414,4.60414171331373,0.707033369551055,2.86163739844799,0.142666156430651,0.0485299089524021,0.409049249474916,0.799288333020117,0.660290926410523,34530000,0.005,-1239.46081070102,0.00217761722455164
"11",597,0.702796297992654,24.1983071787267,0.000269164777645389,3.0274309189949,4.6424710996132,0.707228327915572,2.45156276884484,0.147566744159898,0.0477860773015621,0.408746553497997,0.827322106957254,0.681181417684319,34530000,0.005,-1239.43833483326,0.00336176802268387
"12",462,0.731334229344665,25.4842105258209,0.000559350943985632,3.01898602910661,4.65403073735977,0.709415642334843,2.45131553329967,0.148198555657708,0.0492128397695903,0.408061871253006,0.826564368598745,0.649793206686342,34530000,0.005,-1239.44570109603,0.00262371498208125
"13",613,0.694070312042262,20.0591152266666,0.000792975714935485,3.07327028131232,4.61778318305937,0.696510670011595,3.48176388204415,0.140786210055509,0.0485538289074817,0.40752645143147,0.795511676982123,0.657170543012854,34530000,0.005,-1239.47292113465,0.0023639173430415
"14",558,0.760142266366488,24.5059475683991,0.00149730026027007,3.02762415089345,4.68011384316948,0.709047990356278,2.55564512029045,0.148388920646481,0.0504637765565599,0.406967102543702,0.85189003938219,0.61689266633483,34530000,0.005,-1239.48679564994,0.00287607499095794
"15",587,0.676328582803286,21.4216048551836,0.000583998514452925,3.06831212762474,4.57329085688418,0.703122900693373,2.75844092287802,0.142358066791924,0.0470886285039014,0.407976295072583,0.80531240826872,0.696475272323798,34530000,0.005,-1239.45665388632,0.00202296894111136
"16",71,0.678654734056324,24.6204011443236,0.000825984963885973,2.99075498735319,4.59729266291125,0.720335918028086,2.30568174414448,0.152392972082126,0.0463188918302398,0.407544872874071,0.860558659401682,0.721143532234568,34530000,0.005,-1239.44002006089,0.00313852867758874
"17",241,0.709767256964553,21.257691246838,0.000149851854283241,3.06164197760115,4.6125132165067,0.69834992158774,3.1930091695189,0.142226408920525,0.0491862785366241,0.407967480310865,0.797335224499315,0.646870043944661,34530000,0.005,-1239.46966542857,0.00299899418970389
"18",382,0.717027810420144,25.1912365642204,0.000147618155500649,2.98294522638047,4.69097923775319,0.715411615138036,2.36764977443082,0.151520296216035,0.048346108551517,0.406648978361138,0.848618570960631,0.672096986323409,34530000,0.005,-1239.43563049033,0.00161695532429216
"19",645,0.676861659901902,22.9584934899732,0.000528254062417084,3.05179268178377,4.63173481435965,0.699977394452827,2.72152363120532,0.144244679257881,0.0471479752874556,0.408168347077293,0.822583040121751,0.69868196728536,34530000,0.005,-1239.44866058045,0.00244548505586487
"20",173,0.662921491934111,19.6485628992169,0.00199644437547497,3.05717186708084,4.60677623136689,0.698924347542112,3.10106672539131,0.141821442312373,0.0468719620251396,0.407641695554021,0.807891174193397,0.702866910471155,34530000,0.005,-1239.46858872563,0.00184763378287565
"21",396,0.665494734662783,20.0799294454114,0.000382133750709981,3.05668491502618,4.57755740585308,0.693964245714248,3.20714469150131,0.140366018765718,0.0471660480218857,0.409211817413799,0.808163907880411,0.695686558650178,34530000,0.005,-1239.47233825688,0.00157316762127559
"22",203,0.724184425971043,23.2589639075203,0.000706170619343,3.0160427092632,4.6295727236772,0.709943741606131,2.5383082906839,0.146039092930151,0.0490084721678037,0.407181311164929,0.82126901149941,0.652281589519426,34530000,0.005,-1239.45307078831,0.00178872963671091
"23",496,0.659125549530558,19.8153483309828,6.16823593215646e-06,3.07080781948976,4.58799396810388,0.695309940885689,3.38857532611078,0.13840027023591,0.0469060161755561,0.407083547135302,0.791555655516023,0.698096159534461,34530000,0.005,-1239.49142356329,0.00247484673813634
"24",586,0.641840207118935,20.9729469962361,0.000612744746293229,3.08833831610659,4.5947037817847,0.702365625366798,2.95203986513083,0.141412314091425,0.0457149919082804,0.408266765942743,0.794923859008235,0.734086193720954,34530000,0.005,-1239.47636982124,0.00230814950441874
"25",124,0.624104438376581,18.3889701945043,0.000191839397957614,3.08998074158378,4.54896396917876,0.693147719725944,3.5157378707675,0.138289695457045,0.0453082563523546,0.406902025704609,0.786452239249115,0.742151534473667,34530000,0.005,-1239.49694053916,0.00180622427605249
"26",243,0.702340735396261,21.8506103906322,0.000625115534005446,3.0817283745161,4.59505279748338,0.695111078881323,2.90196655579779,0.14057375379031,0.0486075420924406,0.409156531982127,0.783061390376448,0.659702922844692,34530000,0.005,-1239.47817096036,0.00207884147789156
"27",328,0.668092159891209,19.9522837242205,0.00228347332162261,3.09624273882362,4.5901589937163,0.694210490343423,3.15754561842829,0.139632876416983,0.0471137784456927,0.407393064440574,0.795315016320538,0.693447188164347,34530000,0.005,-1239.48198106763,0.00286459978582689
"28",460,0.653841117055089,25.2942867351966,0.000910759588742288,3.02784759424824,4.61013411794507,0.70797203014147,2.33892111122844,0.147401356451686,0.0455399499362028,0.407602606851306,0.833279264315099,0.746681740878215,34530000,0.005,-1239.47206582892,0.00297079029444675
"29",490,0.685414440668023,22.1223274935593,0.000913291949432104,3.03609224480648,4.59745304871879,0.703753300819345,2.73264729854922,0.144798193249023,0.0475367223578129,0.409128075294111,0.819644238679573,0.688517009733119,34530000,0.005,-1239.44528767281,0.00172853695764784
"30",208,0.686546754248215,21.7870790220473,0.00126991302451232,3.0206401781178,4.623856606561,0.702219800669416,2.91549888142862,0.145453270579077,0.0475679457494279,0.407924616173181,0.815923342511257,0.683061102854586,34530000,0.005,-1239.44451123813,0.00178476912928298
"31",612,0.653352589781652,18.4176395425756,0.000475535091476012,3.1219227769804,4.52985103329052,0.693805847861224,3.72086658333074,0.136892936115901,0.0470132291537754,0.407842143283683,0.771712314831896,0.697443032075111,34530000,0.005,-1239.50393856423,0.00191229730390006
"32",485,0.670855909198627,19.6333169457264,0.000364009451760306,3.10437162968337,4.62193698493793,0.701756444351648,3.14517477835192,0.143500882585006,0.0471476952201969,0.407514959097422,0.81828392990681,0.694222947953055,34530000,0.005,-1239.44414820062,0.0029262243001079
"33",689,0.682620960103383,20.2909672308743,0.000168151295170256,3.06190970607967,4.59225846233595,0.701217821967266,2.94807385808616,0.1427614942118,0.0476101904273204,0.408496671940909,0.794215868406924,0.683470766676192,34530000,0.005,-1239.45092165094,0.00336245637798372
"34",731,0.633959162583426,18.0507363412473,0.00128169382620576,3.08636162595207,4.57033024445257,0.694170528709686,3.28054587598077,0.139361224855358,0.0454741094649886,0.408236338024803,0.797747100378594,0.734931870723365,34530000,0.005,-1239.4924709568,0.00336188071416456
"35",686,0.750520346962104,30.5308206925384,0.00208449708410084,2.93026768797321,4.66572681873133,0.733366700682069,1.96959831390752,0.158954152167834,0.0489509310559893,0.407107520078643,0.902990756718858,0.661677134198683,34530000,0.005,-1239.48337693131,0.00239345667360476
"36",487,0.673978771208485,19.8705905839489,0.000272713285663763,3.09574095937632,4.61014533987048,0.694027158835822,3.37245325164465,0.140180431058584,0.0475588987004815,0.407229210181284,0.799879950544856,0.682123315324856,34530000,0.005,-1239.46824499451,0.00324465832363215
"37",36,0.690247606473283,19.9246202119959,0.000856948172517581,3.01891534106236,4.61515274600504,0.702498773778282,3.15825247099634,0.144794862592371,0.0480115168005907,0.406384530697318,0.830741570966298,0.672124766351253,34530000,0.005,-1239.44967250291,0.00228284745604436
"38",323,0.658284215301362,19.9392381962972,0.000322018226285615,3.07201546042914,4.557163482042,0.687312776795692,3.1578048972681,0.13894557373981,0.0468332094158097,0.408403560620401,0.781928323048406,0.704124110374973,34530000,0.005,-1239.48314701088,0.00186380231702457
"39",98,0.69098331833477,20.1634643743025,0.000813951089014921,3.03687890793058,4.62078622177502,0.699819789648198,3.2221303330517,0.142811850554574,0.0481962302966366,0.407607250567295,0.795913754252699,0.668050111399107,34530000,0.005,-1239.45780706926,0.00241271118581016
"40",267,0.645070905442515,18.0489660572293,0.000232273504300312,3.09035419214967,4.548599814832,0.693114699540754,3.93263360830981,0.139308486490659,0.0464404850300238,0.406616400307784,0.795079566673131,0.707355383541262,34530000,0.005,-1239.47550373051,0.00183811119964154
