"","b1","b2","b3","k1","k2","k3","mu_EI","mu_IR","rho","eta","N","mu_RS","loglik","loglik.se"
"1",8.4727862546831,47.317237345506,34.6786501177463,1.01711535768933,4.66995273848548,0.445482096793579,0.98028830015957,0.572232986354607,0.349048354699347,0.0442287863513639,34530000,0.005,-1276.94452913094,0.00213615521286494
"2",8.69362386789059,48.5811382796207,35.2640614712571,1.02309965581411,4.64906868580267,0.447000155392625,0.944952964548952,0.581300327389198,0.348781199879172,0.0434439726647145,34530000,0.005,-1276.93194654947,0.00223565994380726
"3",7.9307933229662,48.8125258605292,35.6706114395108,1.01083739409046,4.66041803510597,0.448387571415424,1.01750409583698,0.573836259719919,0.347471738927271,0.0504766578030361,34530000,0.005,-1277.11214947561,0.00192548251294593
"4",9.15805426796478,51.2257658074268,37.2314137720718,1.02895357380548,4.62241058823509,0.444995567408636,0.876685301592465,0.599949900447749,0.347831889302233,0.0420714055215339,34530000,0.005,-1276.92925575763,0.00185495868147254
"5",9.17642628620688,52.5298247745088,37.3401674379364,1.02371465259619,4.59673099636846,0.444912381606163,0.860946212624173,0.602673968650718,0.347536771859531,0.0425824796790644,34530000,0.005,-1276.92918556487,0.00148796593623422
"6",9.57461517602427,55.1247294217696,39.1827343002094,1.02926404615375,4.62389403449112,0.442493931665259,0.809043059923007,0.622259507168854,0.347523308274933,0.0418693334425965,34530000,0.005,-1276.93964820327,0.00108158281538154
"7",15.594461398859,43.4109100850891,35.5851836362431,0.285131597605388,5.0540002266697,0.430571879179977,1.1700813680532,0.96635608905637,0.392325457199872,0.279970774004586,34530000,0.005,-1324.97685939846,0.000391801173586176
"8",16.0890029734615,44.506746859065,36.6376890481381,0.28472912894607,5.08615049844453,0.435349153348277,1.14506548229099,0.996773034649024,0.3914610702147,0.209860848961655,34530000,0.005,-1324.59622256004,0.000251598826355596
"9",14.6453219592691,39.713780831851,33.5374265262475,0.301244571352823,5.14303573145271,0.429959646347123,1.42989127003501,0.937637170205418,0.393548478326037,0.109430565341767,34530000,0.005,-1321.86209423051,0.000634310296569727
"10",8.87825395869921,50.7877510488156,36.4778827604819,1.02685865603257,4.63111027104057,0.442554618044625,0.906863192121083,0.585173240314151,0.348514193152708,0.0425757507283955,34530000,0.005,-1276.93743216035,0.00224208589655148
"11",1.05973647713359,43.2903282279147,0.0213474153186234,1.57928011602643,2.61256130243688,0.480765692675874,5.02171523824167,0.0117505249303815,0.58456682280883,0.255569535319062,34530000,0.005,-1273.73513061673,0.00461302372071606
"12",8.82771466418044,49.3286718331838,35.6228209889665,1.0258095553938,4.56759654222261,0.445409635568353,0.924688060930486,0.579261851725858,0.348152120961031,0.0421670556943396,34530000,0.005,-1276.93238537194,0.00183079049760205
"13",14.3819462159307,39.2147238374623,33.2057671294745,0.299325135112787,5.04493932958871,0.434558430537388,1.42028333251153,0.904207455938325,0.390756209688135,0.12119511286353,34530000,0.005,-1322.59978760487,0.000657783632466975
