"","b1","b2","b3","k1","k2","k3","mu_EI","mu_IR","rho","eta","N","mu_RS","loglik","loglik.se"
"1",10.4460624149662,76.6929905546146,62.8887443083917,0.964500805687615,4.56783876292041,0.439841893858793,0.662474483436451,0.93087465194741,0.34935226872945,0.0700432917309941,34530000,0.005,-1278.72046715768,0.00258540081018243
"2",7.51258054127478,45.1266285246314,33.9286239902931,1.01037323012847,4.53953413593613,0.445620959914004,1.1337936860028,0.567363739001907,0.35083130344775,0.0533868258062914,34530000,0.005,-1277.27632183581,0.00175113657170834
"3",5.56142016752042,45.6498315535193,37.6376755484404,0.845704652669327,4.8517743295641,0.443447560914245,1.25008122499582,0.593760057915903,0.369572397720783,0.0946802068030581,34530000,0.005,-1281.32990924048,0.00299042777489628
"4",8.75945501214648,52.8090778868564,37.0250880229804,1.03409136174481,4.5485230556685,0.443214485902479,0.906140520093702,0.578188550500867,0.347949864464665,0.0428587568163292,34530000,0.005,-1276.96162795453,0.00190730118316131
"5",8.82109416822812,51.818114997541,37.0531543807592,1.02504051271091,4.60841903651099,0.439256290462759,0.897306709421565,0.598832860246119,0.34919563189741,0.0449366345652802,34530000,0.005,-1276.95755914549,0.00212000993115664
"6",9.13973253172195,54.7629253848928,39.1913791344737,1.03343356171032,4.53467004737603,0.441710278093802,0.848041968788821,0.59542642713928,0.34861313208097,0.0423759906289884,34530000,0.005,-1276.95698015626,0.00190609025397997
"7",15.6696710372143,43.6134368231367,35.9909435145156,0.29015877639509,4.894098329836,0.4367053743549,1.16473334988286,0.980795261519269,0.392508851338691,0.323741051895179,34530000,0.005,-1325.1590045671,0.000305206382592631
"8",14.3359871328379,39.5893325835225,33.3100856449972,0.291274148458214,4.95334672121141,0.425804722750359,1.33608388921543,0.879435715716514,0.391470376287008,0.191316630024171,34530000,0.005,-1324.45223166127,0.0003462118993129
"9",14.8678907974905,41.9770350084558,34.2913538050464,0.291316481235727,4.99454984579279,0.422411950279558,1.24771017370646,0.92091510858428,0.391141910461124,0.224105645951403,34530000,0.005,-1324.73445559912,0.000367855234239942
"10",8.60073933427061,51.970578725418,38.0118152771703,1.03630246424949,4.58444841331085,0.443816949254154,0.925916201560232,0.59304249859246,0.347629081891771,0.0466556217089219,34530000,0.005,-1277.0082535939,0.00171357386480844
"11",16.0823853540744,45.1246088884925,37.1065094349294,0.289109160046445,4.91056456450537,0.429705959297853,1.1116192264924,0.987112685749053,0.391911653680743,0.233012213590319,34530000,0.005,-1324.79175702239,0.00017730724075726
"12",7.65212175474322,60.7516735693758,49.3222053513733,0.949697982773305,4.64411482279141,0.446753167472257,0.884617271589086,0.681254250383581,0.3492474334894,0.0724656356820042,34530000,0.005,-1278.83646630114,0.00213227141728129
"13",15.3140823053821,43.0661039970483,36.1898046389427,0.291211349326443,4.98331343915469,0.425027522133141,1.22063076447515,0.949480336550196,0.39207989089394,0.158095075098873,34530000,0.005,-1323.90594931399,0.000401857303364665
