"","X","b1","b2","b3","k1","k2","k3","mu_EI","mu_IR","rho","eta","N","mu_RS","loglik","loglik.se"
"124",129,9.32986469428636,54.4735036568067,39.7375986850981,1.02414474280496,4.62785840886649,0.448042583353982,0.83357838476981,0.614520052295803,0.349459356841227,0.0429577707369962,34530000,0.005,-1276.94204698226,0.00163121579435497
"125",478,8.98874826265399,50.3628048130047,36.9635770229588,1.02315546520772,4.63562109551339,0.449919960202725,0.897354031652123,0.600008726981694,0.3506783506025,0.0432732318965577,34530000,0.005,-1276.93172875171,0.00249864421959364
"126",107,8.71584085450539,49.0662223790414,35.403122419338,1.02387488641238,4.62090433163515,0.439100115312833,0.942480460840991,0.573335380604381,0.350402883692211,0.0423657378579611,34530000,0.005,-1276.94274207616,0.002355087885887
"127",348,9.1717763787444,53.8482522507578,37.9773896961499,1.0215988844274,4.63501551712664,0.442079529522707,0.856285749520837,0.598034701558046,0.350380460839129,0.0420219785297116,34530000,0.005,-1276.94297416067,0.00152729051712809
"128",217,9.07287418681708,52.5704287097494,37.4254244606826,1.02994131263282,4.58817025037506,0.444369408409421,0.872329399059071,0.591283167025202,0.350519402092734,0.0419006863291713,34530000,0.005,-1276.94357275953,0.00189184092200811
"129",495,9.14388940633917,52.7800772748445,38.3500782180888,1.02403705566092,4.63798107721648,0.448459687506524,0.862445138734984,0.61106818922628,0.350250196365422,0.0435337503796253,34530000,0.005,-1276.93573718415,0.00233150049676348
"130",272,9.46433579396754,54.273150846147,38.4495458972173,1.02903126376885,4.66467838852204,0.443122166239593,0.836172165560757,0.622038222972215,0.350822031767091,0.0422572250593676,34530000,0.005,-1276.93801939434,0.0020517612542154
"131",189,8.56792291591116,49.5516981586772,35.4417417372692,1.02739556809069,4.61995394624305,0.441260844084506,0.948771792351699,0.564335215095928,0.34983288257155,0.042731424130233,34530000,0.005,-1276.94951842543,0.00182446629342806
"132",91,9.45006631863417,53.6797829458639,38.9554188365746,1.02157074046469,4.62558849992755,0.447769108781398,0.84400005731419,0.626019262164928,0.351266923018418,0.0425158740006237,34530000,0.005,-1276.93686790117,0.00151237349302812
"133",483,9.30599406508799,53.8488900449476,37.7981697859048,1.01139414197335,4.69404213464756,0.447158533898799,0.857250741305381,0.617309875039311,0.351455159563498,0.0428123967154,34530000,0.005,-1276.9350191188,0.00187365944693269
