"","X","Adj.Close","Close","High","Low","Open","Volume"
"9848",2020-01-02,72.7960433959961,75.0875015258789,75.1500015258789,73.7975006103516,74.0599975585938,135480400
"9849",2020-01-03,72.0883026123047,74.3574981689453,75.1449966430664,74.125,74.2874984741211,146322800
"9850",2020-01-06,72.662712097168,74.9499969482422,74.9899978637695,73.1875,73.4475021362305,118387200
"9851",2020-01-07,72.3209686279297,74.5975036621094,75.2249984741211,74.370002746582,74.9599990844727,108872000
"9852",2020-01-08,73.484375,75.7975006103516,76.1100006103516,74.2900009155273,74.2900009155273,132079200
"9853",2020-01-09,75.0452041625977,77.4075012207031,77.6074981689453,76.5500030517578,76.8099975585938,170108400
"9854",2020-01-10,75.2148742675781,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800
"9855",2020-01-13,76.8218002319336,79.2399978637695,79.2675018310547,77.7874984741211,77.9100036621094,121532000
"9856",2020-01-14,75.7844390869141,78.1699981689453,79.3925018310547,78.0425033569336,79.1750030517578,161954400
"9857",2020-01-15,75.4596862792969,77.8349990844727,78.875,77.3874969482422,77.9625015258789,121923600
"9858",2020-01-16,76.4049072265625,78.8099975585938,78.9250030517578,78.0224990844727,78.3974990844727,108829200
"9859",2020-01-17,77.2508087158203,79.682502746582,79.6849975585938,78.75,79.067497253418,137816400
"9860",2020-01-21,76.7272796630859,79.1425018310547,79.754997253418,79,79.2975006103516,110843200
"9861",2020-01-22,77.0011596679688,79.4250030517578,79.9974975585938,79.3274993896484,79.6449966430664,101832400
"9862",2020-01-23,77.3719711303711,79.807502746582,79.8899993896484,78.9124984741211,79.4800033569336,104472000
"9863",2020-01-24,77.1489944458008,79.5774993896484,80.8324966430664,79.379997253418,80.0625,146537600
"9864",2020-01-27,74.8804168701172,77.2375030517578,77.942497253418,76.2200012207031,77.5149993896484,161940000
"9865",2020-01-28,76.9987182617188,79.4225006103516,79.5999984741211,78.0475006103516,78.1500015258789,162234000
"9866",2020-01-29,78.6104965209961,81.0849990844727,81.9625015258789,80.3450012207031,81.1125030517578,216229200
"9867",2020-01-30,78.4965667724609,80.9674987792969,81.0224990844727,79.6875,80.1350021362305,126743200
"9868",2020-01-31,75.01611328125,77.3775024414062,80.6699981689453,77.0725021362305,80.2324981689453,199588400
"9869",2020-02-03,74.8101348876953,77.1650009155273,78.3724975585938,75.5550003051758,76.0749969482422,173788400
"9870",2020-02-04,77.2798690795898,79.7125015258789,79.9100036621094,78.4075012207031,78.8274993896484,136616400
"9871",2020-02-05,77.9100189208984,80.3625030517578,81.1900024414062,79.7375030517578,80.879997253418,118826800
"9872",2020-02-06,78.8213424682617,81.3024978637695,81.3050003051758,80.0650024414062,80.6425018310547,105425600
"9873",2020-02-07,77.7499542236328,80.0074996948242,80.8499984741211,79.5,80.5924987792969,117684000
"9874",2020-02-10,78.1192398071289,80.3874969482422,80.3874969482422,78.4625015258789,78.5449981689453,109348800
"9875",2020-02-11,77.6479034423828,79.9024963378906,80.9749984741211,79.6774978637695,80.9000015258789,94323200
"9876",2020-02-12,79.4918899536133,81.8000030517578,81.8050003051758,80.3675003051758,80.3675003051758,113730400
"9877",2020-02-13,78.9258193969727,81.2174987792969,81.5550003051758,80.8375015258789,81.0475006103516,94747600
"9878",2020-02-14,78.9452667236328,81.2375030517578,81.495002746582,80.7125015258789,81.1849975585938,80113600
"9879",2020-02-18,77.4997329711914,79.75,79.9375,78.6524963378906,78.8399963378906,152531200
"9880",2020-02-19,78.6221389770508,80.9049987792969,81.1425018310547,80,80,93984000
"9881",2020-02-20,77.815559387207,80.0749969482422,81.1624984741211,79.5524978637695,80.6575012207031,100566000
"9882",2020-02-21,76.0541839599609,78.2624969482422,80.1125030517578,77.625,79.6549987792969,129554000
"9883",2020-02-24,72.4415969848633,74.5449981689453,76.0449981689453,72.307502746582,74.3150024414062,222195200
"9884",2020-02-25,69.9878234863281,72.0199966430664,75.6324996948242,71.5325012207031,75.2375030517578,230673600
"9885",2020-02-26,71.0981063842773,73.1624984741211,74.4700012207031,71.625,71.6324996948242,198054800
"9886",2020-02-27,66.450553894043,68.379997253418,71.5,68.2399978637695,70.2750015258789,320605600
"9887",2020-02-28,66.4116592407227,68.3399963378906,69.6025009155273,64.0924987792969,64.3150024414062,426510000
"9888",2020-03-02,72.5946502685547,74.7024993896484,75.3600006103516,69.4300003051758,70.5699996948242,341397200
"9889",2020-03-03,70.2891006469727,72.3300018310547,76,71.4499969482422,75.9175033569336,319475600
"9890",2020-03-04,73.5494155883789,75.6849975585938,75.8499984741211,73.2825012207031,74.1100006103516,219178400
"9891",2020-03-05,71.1637191772461,73.2300033569336,74.8874969482422,72.8525009155273,73.879997253418,187572800
"9892",2020-03-06,70.218620300293,72.2574996948242,72.7050018310547,70.307502746582,70.5,226176800
"9893",2020-03-09,64.6648864746094,66.5425033569336,69.5224990844727,65.75,65.9375,286744800
"9894",2020-03-10,69.3221664428711,71.3349990844727,71.6100006103516,67.3424987792969,69.2850036621094,285290000
"9895",2020-03-11,66.9145736694336,68.8574981689453,70.3050003051758,67.9649963378906,69.3475036621094,255598800
"9896",2020-03-12,60.3064498901367,62.0574989318848,67.5,62,63.9850006103516,418474000
"9897",2020-03-13,67.5316619873047,69.4925003051758,69.9800033569336,63.2374992370605,66.2225036621094,370732000
"9898",2020-03-16,58.843921661377,60.5525016784668,64.7699966430664,60,60.4874992370605,322423600
"9899",2020-03-17,61.431282043457,63.2150001525879,64.4024963378906,59.5999984741211,61.877498626709,324056000
"9900",2020-03-18,59.9274520874023,61.6674995422363,62.5,59.2799987792969,59.9425010681152,300233600
"9901",2020-03-19,59.4682807922363,61.1949996948242,63.2099990844727,60.6525001525879,61.8474998474121,271857200
"9902",2020-03-20,55.6929130554199,57.310001373291,62.9575004577637,57,61.7949981689453,401693200
"9903",2020-03-23,54.5097541809082,56.0924987792969,57.125,53.1525001525879,57.0200004577637,336752800
"9904",2020-03-24,59.9784774780273,61.7200012207031,61.9225006103516,58.5750007629395,59.0900001525879,287531200
"9905",2020-03-25,59.648063659668,61.3800010681152,64.5625,61.0750007629395,62.6875,303602000
"9906",2020-03-26,62.786922454834,64.6100006103516,64.6699981689453,61.5900001525879,61.6300010681152,252087200
"9907",2020-03-27,60.1874008178711,61.935001373291,63.9674987792969,61.7625007629395,63.1875,204216800
"9908",2020-03-30,61.9050254821777,63.7024993896484,63.8800010681152,62.3499984741211,62.685001373291,167976400
"9909",2020-03-31,61.7787017822266,63.5724983215332,65.6224975585938,63,63.9000015258789,197002000
"9910",2020-04-01,58.5280838012695,60.2275009155273,62.1800003051758,59.7825012207031,61.625,176218400
"9911",2020-04-02,59.5047340393066,61.2324981689453,61.2874984741211,59.2249984741211,60.0849990844727,165934000
"9912",2020-04-03,58.6495666503906,60.3525009155273,61.4249992370605,59.7425003051758,60.7000007629395,129880000
"9913",2020-04-06,63.7659950256348,65.6175003051758,65.7774963378906,62.3450012207031,62.7249984741211,201820400
"9914",2020-04-07,63.0274467468262,64.8574981689453,67.9250030517578,64.75,67.6999969482422,202887200
"9915",2020-04-08,64.6405868530273,66.5175018310547,66.8424987792969,65.307502746582,65.6849975585938,168895200
"9916",2020-04-09,65.1070556640625,66.9974975585938,67.5175018310547,66.1750030517578,67.1750030517578,161834800
"9917",2020-04-13,66.3849639892578,68.3125,68.4250030517578,66.4574966430664,67.0774993896484,131022800
"9918",2020-04-14,69.7376174926758,71.7624969482422,72.0625,69.5124969482422,70,194994800
"9919",2020-04-15,69.10107421875,71.1074981689453,71.5824966430664,70.1575012207031,70.5999984741211,131154400
"9920",2020-04-16,69.6501541137695,71.6725006103516,72.0500030517578,70.5875015258789,71.8450012207031,157125200
"9921",2020-04-17,68.705078125,70.6999969482422,71.7375030517578,69.2149963378906,71.1725006103516,215250000
"9922",2020-04-20,67.2789993286133,69.2324981689453,70.4199981689453,69.2125015258789,69.4875030517578,130015200
"9923",2020-04-21,65.1993713378906,67.0924987792969,69.3125,66.3574981689453,69.0699996948242,180991600
"9924",2020-04-22,67.0773391723633,69.0250015258789,69.4749984741211,68.0500030517578,68.4024963378906,116862400
"9925",2020-04-23,66.8173980712891,68.7574996948242,70.4375,68.7174987792969,68.9674987792969,124814400
"9926",2020-04-24,68.7463836669922,70.7425003051758,70.7525024414062,69.25,69.3000030517578,126161200
"9927",2020-04-27,68.7949829101562,70.7925033569336,71.1350021362305,69.9875030517578,70.4499969482422,117087600
"9928",2020-04-28,67.6798400878906,69.6449966430664,71.4574966430664,69.5500030517578,71.2699966430664,112004800
"9929",2020-04-29,69.9027938842773,71.932502746582,72.4175033569336,70.9725036621094,71.182502746582,137280800
"9930",2020-04-30,71.3774871826172,73.4499969482422,73.6324996948242,72.0875015258789,72.4899978637695,183064000
"9931",2020-05-01,70.2283706665039,72.2675018310547,74.75,71.4625015258789,71.5625,240616800
"9932",2020-05-04,71.2220153808594,73.2900009155273,73.4225006103516,71.5800018310547,72.2925033569336,133568000
"9933",2020-05-05,72.2909698486328,74.3899993896484,75.25,73.6149978637695,73.7649993896484,147751200
"9934",2020-05-06,73.0368118286133,75.1575012207031,75.8099975585938,74.7174987792969,75.1149978637695,142333600
"9935",2020-05-07,73.7923736572266,75.9349975585938,76.2925033569336,75.4925003051758,75.8050003051758,115215200
"9936",2020-05-08,75.5487594604492,77.5325012207031,77.5875015258789,76.0725021362305,76.4100036621094,133838400
"9937",2020-05-11,76.7375411987305,78.7525024414062,79.2624969482422,76.8099975585938,77.0250015258789,145946400
"9938",2020-05-12,75.8605651855469,77.8525009155273,79.9225006103516,77.7275009155273,79.4574966430664,162301200
"9939",2020-05-13,74.9446182250977,76.9124984741211,78.9875030517578,75.8024978637695,78.0374984741211,200622400
"9940",2020-05-14,75.4050216674805,77.3850021362305,77.4475021362305,75.3824996948242,76.1275024414062,158929200
"9941",2020-05-15,74.959228515625,76.9274978637695,76.9749984741211,75.0524978637695,75.0875015258789,166348400
"9942",2020-05-18,76.7253494262695,78.7399978637695,79.125,77.5800018310547,78.2925033569336,135178400
"9943",2020-05-19,76.2819976806641,78.2850036621094,79.629997253418,78.2525024414062,78.7574996948242,101729600
"9944",2020-05-20,77.7655487060547,79.807502746582,79.879997253418,79.129997253418,79.1699981689453,111504800
"9945",2020-05-21,77.1857604980469,79.2125015258789,80.2225036621094,78.9674987792969,79.6650009155273,102688800
"9946",2020-05-22,77.6827163696289,79.7225036621094,79.807502746582,78.8375015258789,78.942497253418,81803200
"9947",2020-05-26,77.1565399169922,79.182502746582,81.0599975585938,79.125,80.875,125522000
"9948",2020-05-27,77.4927139282227,79.5274963378906,79.6774978637695,78.2724990844727,79.0350036621094,112945200
"9949",2020-05-28,77.5268096923828,79.5625,80.8600006103516,78.9075012207031,79.192497253418,133560800
"9950",2020-05-29,77.4512939453125,79.4850006103516,80.2874984741211,79.1175003051758,79.8125,153532400
"9951",2020-06-01,78.4038009643555,80.4625015258789,80.5875015258789,79.3024978637695,79.4375,80791200
"9952",2020-06-02,78.7667541503906,80.8349990844727,80.8600006103516,79.7324981689453,80.1875,87642800
"9953",2020-06-03,79.2003631591797,81.2799987792969,81.5500030517578,80.5749969482422,81.1650009155273,104491200
