"logLik","logLik_se","sigma_nu","mu_h","phi","sigma_eta","G_0","H_0"
4606.86434694469,2.09152139008429,0.0151216452377597,-7.63584534994256,0.783892748960343,0.81886755325673,-0.0385826202865358,0.0547223041229496
4604.385275403,0.824994045534442,0.00410976045299431,-7.4996654605831,0.893960352766795,0.853210698518269,-0.0339127597634617,-0.609776172725601
4605.65895880792,0.691032089330208,0.000127496301252003,-7.7707168146399,0.616324689761737,0.868863492408236,-0.118547353455303,-0.223740787377168
4554.58577395836,2.17726142288397,0.000144794880347887,-1.06272193518222,0.999924035062997,18.2994103772845,-0.0232938341351456,-1.94549663719503
4548.54631310166,0.816777677624306,0.000167709292559535,-4.65863262607878,0.999998089589696,127.355588531669,-0.0615023319076982,-0.889749971474807
4563.38484463853,1.56354417875599,0.00831608991520133,5.36594509868925,0.999884458105648,24.3264057808583,-0.383406023607666,-1.88718690252055
4619.31327159225,2.25336995359123,2.86469447077789e-05,-7.55631660614015,0.822021688806998,0.87192511990628,-0.174147083122623,-1.84985956634391
4545.98622371811,1.10817234164071,0.00381116092941904,-1.72988520190825,0.999991592951892,62.1604702351847,-0.550097477613359,-1.78166023554544
4556.75632990224,0.343879101889349,0.00125768128108136,0.449638227734109,0.999999982029562,1506.76276128921,-0.193325644555821,-1.3779349497527
4555.98985231703,1.56776639542346,1.25246344609618e-06,-10.1837518883187,0.99985585535459,19.4865944648079,-0.372505362162243,-1.39366016555547
4562.15962851986,2.59059395499615,0.00414343145154508,3.11231760568436,0.999949164627822,31.7944785118602,-0.150639335264107,-1.08983678292168
4621.38946180456,0.940368034433684,0.000742166204965258,-7.75202687101766,0.761848607310168,0.876234485804899,-0.124401914447564,-0.938809390651893
4540.31558981816,0.908360689064018,0.0102011140716734,0.518303117558494,0.999950870724141,24.1530756937333,-0.140328863884743,-0.779707666802421
4553.08253584892,5.52333899421102,1.22061223744843e-05,10.3202758728525,0.99999363637501,67.5799413468051,-0.27308383563835,-1.46881395162056
4558.23705124353,1.32623470460564,0.000144286124109332,-1.78608818206979,0.999933087419317,24.0083593734465,-0.133517820171485,-1.49816831566172
4622.77154333172,0.850962571461877,1.4219463775113e-05,-7.6135470814433,0.752272623471838,1.1021951811783,-0.160776495497034,-0.755272281178336
4552.80796207924,0.756294050320604,0.0555129350225172,7.63896875525137,0.9998505447187,17.9425474076562,-0.310807270534297,-1.81791528793893
4565.9118103945,0.474832063452532,4.04009767098837e-06,4.15640374809991,0.999994945191992,109.899939467011,-0.117733222665753,-1.99932679170172
4599.03621492334,0.498154378449473,0.00102092565181903,-7.60420045635974,0.824630211309881,0.778771017136102,-0.329658815517074,-0.347805695876751
4542.93950854357,0.419575858391842,0.000116718665751213,0.737590791649674,0.99997247222668,32.1224496860697,-0.305654879332268,-1.31703266705148
