"logLik","logLik_se","sigma_nu","mu_h","phi","sigma_eta","G_0","H_0"
6626.3759498386,4.48896168492581,0.0468358130532121,-5.44093067221111,0.999999814946721,359.45980923424,-0.0497735976217443,-1.45531123633039
6631.51044177076,2.21057814103776,0.000330333083065584,2.34124723122326,0.999620487780208,8.39608141934855,-0.153678817233948,-1.61976610248746
6704.11491430576,0.24653552092152,0.000297297025204157,-9.41952751674657,0.924009397838436,0.906879636279849,-0.70165624552239,-2.07450460661056
6624.93252836989,1.44430787993604,0.00202652593621121,-7.162824687428,0.999381922999001,6.6121795952299,-0.29571556829508,-0.968676914968169
6626.5279995659,0.903427417676516,0.0185370146002097,4.30033842755892,0.998616312001918,4.19252787765899,0.185320940769559,-1.66858322641379
6660.85613709304,1.59349132314864,9.59774636705126e-05,0.251721192510427,0.998991055717659,5.73249938258323,-0.409297439857529,-2.80619079228184
6613.67903334124,2.57868150235078,0.0119496658340708,-0.816911170579831,0.998653186541412,4.07749275294794,-0.279416924987686,-0.795809807663106
6698.29316217201,0.671051259473209,0.00620570499417485,-9.22149991791896,0.944612688502934,1.002651576441,-0.676356766585944,-0.921939450640425
6700.58290898113,0.559209036551775,0.00529953586214237,-9.4292372180116,0.933482446517954,0.896163103773097,-0.392488190728732,-1.55514489207619
6686.93855672606,0.218360273470279,0.00868078173163925,-9.0746421953302,0.932347109420869,0.910980474018741,-0.393028530163318,-0.544444909508247
6643.33077741087,0.818931419103364,0.00149958911108257,-2.52933095827395,0.999997572954645,98.8042064003082,-0.322644134588978,-2.63638141154701
6640.88307951459,0.666377043493791,0.00246100725163184,-2.14345818357026,0.998355814467168,3.92591588706895,-0.257969320378444,-2.09566842133155
6610.42615267067,2.42388037425636,0.012239254877713,-7.63581142575465,0.99999184964566,48.7634593384522,0.166323547742587,-1.58789413331441
6620.65981493576,1.17953470517179,0.0056140101631295,0.0518096362105354,0.998503594526764,4.1190739975741,0.142952464446483,-1.49714434724536
6623.8900055821,1.09036327969551,1.26583848016701e-05,5.02088530575661,0.999943889343706,20.7187834903735,-0.207960907367559,-1.3155047014367
6698.38307955999,0.30613520381609,0.00345474117793201,-9.58463735383267,0.964087026060537,1.11054079311123,-0.427255582755482,-2.20776667452801
6632.28488340981,0.833628665299505,0.00262352988422411,-7.62457638916341,0.99999927967767,232.672959161885,-0.277887701273877,-0.445798794431167
6693.7921400478,0.555467788170998,0.0224032289328749,-9.63957399157272,0.933139660021255,0.918480628871476,-0.185283771530585,0.0656490728393519
6645.39968189368,3.4062836393406,0.0049656402282715,-2.05216746634735,0.999990180178386,62.4306207199148,-0.317489439645498,-1.243712741076
6624.61911730818,0.782610805894498,0.000633846256839678,5.09075069948534,0.999979695540517,36.2402244795342,-0.40130099919015,-1.3201908760868
