"logLik","logLik_se","sigma_nu","mu_h","phi","sigma_eta","G_0","H_0"
6634.65256179537,0.555412375145019,0.00347138069675585,-3.46136711679646,0.999999880139067,534.082751904244,-0.71502546325546,-1.89274667088989
6652.9132153429,2.88314898541409,0.007325606111101,6.52598299544826,0.999600881795237,9.40975996727671,-0.297923508561138,-1.99992453081416
6653.6945496723,1.91111119902715,0.00459164074554538,5.80881296603989,0.999963330003856,28.0170156153445,-0.258916641475855,-2.81557479860978
6705.12193635246,0.616501463790423,8.97527068357014e-06,-9.48498192015891,0.939445756860179,0.977253016921834,-0.667663778870808,-1.2956772742875
6686.15736539474,0.346805170955211,0.0216888664867084,-9.40233082773005,0.953482330651726,0.794945041212301,-0.763814989153809,-2.04066353712931
6688.09083963694,0.296439538438377,6.03932893807124e-06,-9.13705082995578,0.92307171731052,0.943689498359133,-0.785637484621602,-0.302520404462338
6652.91680351854,0.819057945958368,0.0281883553356378,-5.80479069504934,0.998081622325047,3.34427272106253,0.0247645231272415,-3.40595821881373
6697.96702517692,1.90370717486836,0.0158202585272658,-9.42287146259233,0.923809877509546,0.960048152356837,0.064997999891832,-1.44416468732585
6688.9777197166,0.549301825730825,0.0166796666607514,-9.22616251739454,0.928474140302669,0.8823398517817,-0.147852003423488,-0.606866390971174
6620.76842657583,1.71037658885342,0.0116651019340914,2.92574167777984,0.99972643162679,9.64843375647573,0.411888719823119,-1.99547438998162
6655.7704144493,0.545833812853821,0.0298513946858041,-4.68483681428778,0.999998720029258,154.656436563646,0.251684816218075,-3.33171329808776
6596.09738687505,3.75473627753791,0.013892210210742,7.11680604208725,0.999509620824562,7.0345987347824,-0.150194624043139,0.586259764594407
6702.66212497653,0.762149745501943,0.0201140484156096,-9.47698126562472,0.938172737130819,0.945689741634216,-0.291271256110084,-1.85732464347285
6690.53946168313,0.665089035564224,0.00593163426128604,-9.6302358925847,0.943596465133902,1.06099938221625,-0.308075033096941,1.09865566351339
6692.34336476064,0.406865160694965,6.46204707347768e-06,-9.42085651986665,0.931111880130367,0.930589642000994,-0.516997244087128,1.15908418529169
6664.52609546832,1.38194731878086,0.00750692548070684,0.647284779382957,0.999692519580406,11.1058741234622,-0.488856301295993,-3.2791884904267
6661.51024264482,0.704577314802833,0.000522262088838356,3.02971812784093,0.998635996339108,4.78455710817772,-0.35985530221909,-3.29935850191327
6650.99884396904,1.37874675129947,0.00107344681815989,7.86964317986094,0.999923289071416,17.5999414682021,-0.264888258774249,-3.19959785084612
6680.09810261899,0.344330313603842,0.0480351098164292,-9.24422976448936,0.935746176448066,1.02066094458636,0.607149660462655,1.83559853143618
6645.49629655777,0.724563212458514,0.0267284891931351,-3.1948842878209,0.999979037405779,42.8007647768754,0.0271354942099445,-1.75306922815299
